score, date, balloon_id
42, 18.07.24, 0
42, 18.07.24, 0
22, 18.07.24, 6
22, 18.07.24, 6
4, 18.07.24, 11
4, 18.07.24, 11
2, 18.07.24, 1
2, 18.07.24, 4
2, 18.07.24, 5
2, 18.07.24, 7
2, 18.07.24, 8
2, 18.07.24, 9
2, 18.07.24, 10
2, 18.07.24, 1
2, 18.07.24, 4
2, 18.07.24, 5
2, 18.07.24, 7
2, 18.07.24, 8
2, 18.07.24, 9
2, 18.07.24, 10
2, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
42, 18.07.24, 0
42, 18.07.24, 0
22, 18.07.24, 6
22, 18.07.24, 6
4, 18.07.24, 11
4, 18.07.24, 11
2, 18.07.24, 1
2, 18.07.24, 4
2, 18.07.24, 5
2, 18.07.24, 7
2, 18.07.24, 8
2, 18.07.24, 9
2, 18.07.24, 10
2, 18.07.24, 1
2, 18.07.24, 4
2, 18.07.24, 5
2, 18.07.24, 7
2, 18.07.24, 8
2, 18.07.24, 9
2, 18.07.24, 10
2, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
0, 18.07.24, 0
